Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll,Angry,Disgusted,Fearful,Happy,Neutral,Sad,Surprised
00:00:00:09.166,68,0.0,0.0,0.0,0.0,0.0,0.03537527844309807,0.6187146902084351,0.0,0.0,0.0,0.0,0.0,0.03554149344563484,0.6193124651908875,0.015385372564196587,0.0005096071981824934,0.0024769234005361795,0.10379235446453094,0.10014338791370392,0.05740585923194885,0.3085003197193146,0.015546326525509357,-0.00029891188023611903,7.083039963617921e-05,-0.0002270576369483024,0.09911083430051804,0.10321776568889618,0.011635107919573784,0.009103713557124138,0.004248321987688541,-0.002226969925686717,0.01645565591752529,0.02082338184118271,-7.510892828577198e-06,2.913191929110326e-05,0.00012544688070192933,0.0015202655922621489,0.06602256745100021,0.057315804064273834,-0.0007449551485478878,-0.0005847719148732722,-0.0006969893001951277,-0.0009384008008055389,0.34073176980018616,0.16082686185836792,0.16110140085220337,0.0026657918933779,0.027934076264500618,0.035336825996637344,-1.106120635085972e-05,-0.00043916000868193805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2413341999053955,0.52109295129776,4.54175329208374,0.572874128818512,6.3343915939331055,1.4883956909179688,10.184906005859375
00:00:00:10.183,68,0.0,0.0,0.0,0.0,0.0,0.03952811285853386,0.616763710975647,0.0,0.0,0.0,0.0,0.0,0.039746835827827454,0.6173548698425293,0.01574827916920185,0.0003979449102189392,0.0042532640509307384,0.1444934457540512,0.10872997343540192,0.15571974217891693,0.3722614645957947,0.014539536088705063,-0.00032409484265372157,-0.0006590862758457661,-0.0005481758853420615,0.1214795857667923,0.12563808262348175,0.008810300379991531,0.006237584166228771,0.005740275606513023,0.0006175732705742121,0.0078072212636470795,0.020427022129297256,-6.603013753192499e-05,-9.686395787866786e-05,0.00027376916841603816,0.0017405643593519926,0.12260985374450684,0.11376447975635529,-0.00010169050074182451,7.881555939093232e-05,-0.0006537091685459018,-0.0009248991264030337,0.3363359868526459,0.14414019882678986,0.14439500868320465,0.004112154711037874,0.03740068897604942,0.046084027737379074,-0.00010253109212499112,-0.0003855092800222337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3039851188659668,0.5351282358169556,4.0882673263549805,0.6023796796798706,6.388129234313965,1.4564263820648193,10.527737617492676
00:00:00:12.200,68,0.0,0.0,0.0,0.0,0.0,0.04273097589612007,0.6086257696151733,0.0,0.0,0.0,0.0,0.0,0.042975787073373795,0.6090491414070129,0.018405001610517502,0.0003324088465888053,0.007149242330342531,0.1972731351852417,0.09447984397411346,0.25246384739875793,0.32016003131866455,0.013722248375415802,-0.00021096732234582305,-0.0005914761568419635,-0.00061360391555354,0.09558875113725662,0.099551722407341,0.00786549225449562,0.004820891655981541,0.02063790336251259,0.015700580552220345,0.002825153060257435,0.02048923261463642,0.000153335218783468,-4.035398524138145e-05,0.00039776499033905566,0.0018054199172183871,0.20750422775745392,0.19887427985668182,0.015623504295945168,0.017434952780604362,-0.0004130804445594549,-0.000564257672522217,0.33664050698280334,0.1327773630619049,0.1329963058233261,0.004614291712641716,0.0532802976667881,0.06393825262784958,-7.316984556382522e-05,0.00046096727601252496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.439544916152954,0.5763458013534546,3.901244878768921,0.623088002204895,7.172259330749512,1.5988163948059082,9.46684455871582
00:00:00:13.216,68,0.0,0.0,0.0,0.0,0.0,0.04591437801718712,0.5988337397575378,0.0,0.0,0.0,0.0,0.0,0.04611242935061455,0.5990030765533447,0.027255665510892868,0.0002724461373873055,0.012805270031094551,0.2443626970052719,0.052975334227085114,0.2898561358451843,0.17690318822860718,0.013016101904213428,-0.00015254851314239204,0.01075089443475008,0.00965619646012783,0.02379768341779709,0.027599725872278214,0.010935685597360134,0.007020595017820597,0.03988659754395485,0.0353286936879158,0.0013445386430248618,0.020022734999656677,9.02413230505772e-05,5.599871292361058e-05,0.00045746919931843877,0.0017544126603752375,0.32746586203575134,0.3205820918083191,0.06219390779733658,0.0650893822312355,-0.0006302917026914656,-0.0005936641828157008,0.336612731218338,0.13205046951770782,0.13223236799240112,0.0029120331164449453,0.0724426805973053,0.08462128788232803,-0.00038867988041602075,0.002087094122543931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6739177703857422,0.6017630100250244,3.7370212078094482,0.6480121612548828,8.240461349487305,1.5620315074920654,8.243685722351074
00:00:00:14.233,68,0.0,0.0,0.0,0.0,0.0,0.049598999321460724,0.580703616142273,0.0,0.0,0.0,0.0,0.0,0.04980352893471718,0.5807732939720154,0.04819398373365402,0.00020070448226761073,0.020854590460658073,0.2712441682815552,0.015489941462874413,0.2519954442977905,0.061609815806150436,0.011842664331197739,1.6032494386308827e-05,0.09904927015304565,0.09744042158126831,-0.001227866974659264,0.0011472138576209545,0.018505681306123734,0.013876531273126602,0.07270041108131409,0.06626973301172256,0.0010793033288791776,0.01800728775560856,-3.072094114031643e-05,0.0004998274380341172,0.0004902129876427352,0.001892720814794302,0.4555482566356659,0.45066940784454346,0.11910472065210342,0.12390556931495667,-0.0008546459721401334,-0.0006627221591770649,0.3234785199165344,0.13635852932929993,0.13650394976139069,0.001500299433246255,0.08964419364929199,0.10379229485988617,0.0010732217924669385,0.011938892304897308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8733043670654297,0.5930914878845215,3.712520122528076,0.669262170791626,9.357656478881836,1.5666298866271973,6.9284467697143555
00:00:00:14.250,68,0.0,0.0,0.0,0.0,0.0,0.05194676294922829,0.5616391897201538,0.0,0.0,0.0,0.0,0.0,0.05213722214102745,0.5617020130157471,0.06329808384180069,0.0001183854037662968,0.02661615051329136,0.2755829393863678,0.001589641673490405,0.2030641883611679,0.013236534781754017,0.010604576207697392,5.39604570803931e-06,0.17984792590141296,0.1780543327331543,-0.0007652688072994351,0.0008863008115440607,0.02505425736308098,0.02030683308839798,0.10369738936424255,0.09586887061595917,0.000945765059441328,0.014812464825809002,-9.74070280790329e-06,0.0010651983320713043,0.00044652039650827646,0.001965021248906851,0.539766252040863,0.5365036129951477,0.16392835974693298,0.17007698118686676,-0.0008658731239847839,-0.0006663770764134824,0.30448392033576965,0.14494772255420685,0.14506906270980835,0.0008620120352134109,0.10318534821271896,0.11904045194387436,0.015609263442456722,0.031107615679502487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.060299873352051,0.5928210020065308,3.7220165729522705,0.6973651647567749,10.087547302246094,1.4693794250488281,6.123229503631592
00:00:00:16.266,68,0.0,0.0,0.0,0.0,0.0,0.053837668150663376,0.5461166501045227,0.0,0.0,0.0,0.0,0.0,0.05396374687552452,0.5461362600326538,0.07200464606285095,2.2680014808429405e-05,0.030202923342585564,0.27114832401275635,0.0005144615424796939,0.16584110260009766,0.0007665590383112431,0.00944419577717781,-0.00010632749763317406,0.2321801334619522,0.22914479672908783,-0.0004201692354399711,0.0006254854961298406,0.03070216253399849,0.026108555495738983,0.12628905475139618,0.11701559275388718,0.0008165892795659602,0.01231355406343937,-3.5847537219524384e-05,0.003754829056560993,0.00047095713671296835,0.002017267979681492,0.5836361050605774,0.5810467004776001,0.19616462290287018,0.20265422761440277,-0.0005838263314217329,-0.0003872342349495739,0.2813108563423157,0.15086299180984497,0.15096716582775116,0.0006094955024309456,0.11353608965873718,0.1298736333847046,0.03403584286570549,0.051227618008852005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1569955348968506,0.5821725130081177,3.8571231365203857,0.7128974199295044,10.548471450805664,1.3909506797790527,5.536137580871582
00:00:00:16.283,68,0.0,0.0,0.0,0.0,0.0,0.05461551994085312,0.5341179370880127,0.0,0.0,0.0,0.0,0.0,0.0547320693731308,0.5341014266014099,0.07643711566925049,-3.9199887396534905e-05,0.03301350772380829,0.25994664430618286,0.0004074089229106903,0.14109952747821808,0.0005254630232229829,0.00851479172706604,-0.0002121871366398409,0.2587018609046936,0.25437477231025696,-0.00026481569511815906,0.0004523770185187459,0.034614432603120804,0.03018803335726261,0.13905176520347595,0.12862108647823334,0.000641101913060993,0.010499170050024986,-0.00014398466737475246,0.006236433982849121,0.0006278610089793801,0.0022732699289917946,0.603600800037384,0.6020653247833252,0.21140094101428986,0.21830856800079346,0.0010681521380320191,0.0013249448966234922,0.2573124170303345,0.15103480219841003,0.15112605690956116,0.0005025707650929689,0.11600781232118607,0.1332230120897293,0.045269690454006195,0.06256664544343948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188263177871704,0.5656126737594604,3.914734363555908,0.7379279732704163,10.838342666625977,1.3514692783355713,5.20608377456665
00:00:00:18.300,68,0.0,0.0,0.0,0.0,0.0,0.05396728590130806,0.5290110111236572,0.0,0.0,0.0,0.0,0.0,0.05404858663678169,0.528986394405365,0.07704093307256699,-9.587049135006964e-05,0.03419996425509453,0.24903751909732819,0.00032603784347884357,0.12293744087219238,0.00040477432776242495,0.007723344024270773,-0.00030977543792687356,0.26461589336395264,0.25843876600265503,-0.00017692208348307759,0.0003269365115556866,0.037678979337215424,0.03338712081313133,0.14619320631027222,0.13474853336811066,0.0005750825512222946,0.008943826891481876,-0.00012881051225122064,0.007604633457958698,0.0008387812995351851,0.002514233812689781,0.6039850115776062,0.6027336716651917,0.21497564017772675,0.22173525393009186,0.01864495873451233,0.018903624266386032,0.23592984676361084,0.14291256666183472,0.1429906040430069,0.000423843739554286,0.1130996122956276,0.1302785575389862,0.04772653058171272,0.06440882384777069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.164548397064209,0.545086145401001,3.913038492202759,0.7376285791397095,11.13517951965332,1.347428321838379,4.967399597167969
00:00:00:18.316,68,0.0,0.0,0.0,0.0,0.0,0.053477395325899124,0.5284015536308289,0.0,0.0,0.0,0.0,0.0,0.053543005138635635,0.5283970236778259,0.07493732869625092,-0.00016184062405955046,0.03595532476902008,0.23344965279102325,0.00014783188817091286,0.11223455518484116,0.0002860764507204294,0.006916269194334745,-0.00036215121508575976,0.2576935887336731,0.24868923425674438,-0.00016448825772386044,0.00021459918934851885,0.03965703025460243,0.03548462316393852,0.1469411849975586,0.13594640791416168,0.0004768505459651351,0.007854558527469635,-0.0002055324293905869,0.008024675771594048,0.0011285627260804176,0.0028224289417266846,0.5966367721557617,0.5965480208396912,0.20953859388828278,0.21618536114692688,0.03280782699584961,0.03305975720286369,0.21958574652671814,0.1367366760969162,0.13680480420589447,0.0003102397604379803,0.10490856319665909,0.12131526321172714,0.0415780209004879,0.05652526393532753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1654069423675537,0.544115424156189,4.01699161529541,0.7370741963386536,11.171167373657227,1.3585634231567383,4.863763332366943
00:00:00:19.333,68,0.0,0.0,0.0,0.0,0.0,0.053333695977926254,0.5308894515037537,0.0,0.0,0.0,0.0,0.0,0.05336429551243782,0.5308437347412109,0.07113045454025269,-0.00021061673760414124,0.036844633519649506,0.22095467150211334,5.488529859576374e-05,0.10434470325708389,0.0001514510076958686,0.006501324940472841,-0.00045744594535790384,0.24028834700584412,0.22819623351097107,-0.00018001064017880708,0.0002116536779794842,0.04065285995602608,0.03648227080702782,0.14490576088428497,0.13395872712135315,0.00035884405951946974,0.006722858175635338,-0.0003388847107999027,0.006464594043791294,0.0011915314244106412,0.00280544045381248,0.5815536975860596,0.5802531242370605,0.1973651498556137,0.20243707299232483,0.04418900981545448,0.044431671500205994,0.2113843709230423,0.1277240812778473,0.12779468297958374,0.00021223787916824222,0.09413786977529526,0.10871615260839462,0.02688341774046421,0.03898344561457634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1909306049346924,0.5316594839096069,4.216666221618652,0.7112118005752563,10.796913146972656,1.4138200283050537,4.8973517417907715
00:00:00:21.350,68,0.0,0.0,0.0,0.0,0.0,0.05356445163488388,0.528823971748352,0.0,0.0,0.0,0.0,0.0,0.0535421185195446,0.5287949442863464,0.06660325080156326,-0.0002735333109740168,0.03803243488073349,0.2146284431219101,-1.1361986253177747e-05,0.10218329727649689,0.00017606295295991004,0.006688971538096666,-0.0006002348382025957,0.21607044339179993,0.19979101419448853,-7.902025390649214e-05,0.00023012426390778273,0.04124443233013153,0.036939315497875214,0.1413663923740387,0.12978483736515045,0.00029019740759395063,0.005785443354398012,-0.0004550052690319717,0.005190839990973473,0.0013371732784435153,0.0028135436587035656,0.564536452293396,0.5624815821647644,0.18480534851551056,0.18842311203479767,0.045994993299245834,0.04622803255915642,0.20513437688350677,0.11933162063360214,0.11940580606460571,0.0001628767349757254,0.08394727110862732,0.09644024819135666,0.010753538459539413,0.019001562148332596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.182471752166748,0.5445006489753723,4.480446815490723,0.695213794708252,10.19964599609375,1.4124619960784912,5.2284159660339355
00:00:00:21.366,68,0.0,0.0,0.0,0.0,0.0,0.05243093520402908,0.5040107369422913,0.0,0.0,0.0,0.0,0.0,0.052352458238601685,0.5039346814155579,0.06240173429250717,-0.00028434634441509843,0.038795195519924164,0.21708917617797852,1.4235823982744478e-05,0.10886736959218979,0.00028917589224874973,0.006826111115515232,-0.0007903653313405812,0.1839960217475891,0.16436012089252472,2.4245538952527568e-05,0.00012769621389452368,0.040356822311878204,0.03613179549574852,0.13408558070659637,0.12267253547906876,0.00025079812621697783,0.005054325331002474,-0.0005875994102098048,0.004733226727694273,0.0015390064800158143,0.0029392947908490896,0.5385105609893799,0.5363267064094543,0.17267794907093048,0.17415302991867065,0.05127940699458122,0.05148930847644806,0.20346464216709137,0.1059969887137413,0.10608268529176712,0.0001590167375979945,0.07272371649742126,0.08288837224245071,0.00015558443556074053,0.0037539785262197256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1875271797180176,0.5752578973770142,4.645077705383301,0.670385479927063,9.389421463012695,1.4930579662322998,5.755991458892822
00:00:00:22.383,68,0.0,0.0,0.0,0.0,0.0,0.04738335683941841,0.48389872908592224,0.0,0.0,0.0,0.0,0.0,0.047301627695560455,0.48379501700401306,0.05927549675107002,-0.0002521701098885387,0.03865077346563339,0.222122922539711,-3.7807971239089966e-05,0.13045832514762878,0.0004377154400572181,0.006367465481162071,-0.0008161801379173994,0.13844583928585052,0.12165950983762741,-0.00014761685451958328,0.00028668041341006756,0.03746962174773216,0.03354496881365776,0.12765692174434662,0.11825381964445114,0.00020881857199128717,0.0045005688443779945,-0.0006747926818206906,0.004189344123005867,0.001355525804683566,0.0026016482152044773,0.5148730278015137,0.5141240954399109,0.16192328929901123,0.1631239354610443,0.047968968749046326,0.048221711069345474,0.20308582484722137,0.09989718347787857,0.09998294711112976,8.262012124760076e-05,0.0618167445063591,0.07098919153213501,-9.667433914728463e-05,0.0007090799626894295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2423462867736816,0.5636212825775146,4.709712505340576,0.6251037120819092,8.848516464233398,1.6800768375396729,6.045821189880371
